DNI1;DNI2;UNI;PERI_MES;INDICADOR;CODI_SERVI;NOM_SERV;CODI_SENTI;PERI_DIA;PERI_HORA;POSI_BUS;POSI_PUNTO;PASA_ACT;PASA_ANT;INT_OBS;INT_EXI;INCUM;PPU_ACT;PPU_ANT;CODI_EXPED;TIPO_DIA;TIPO_ESTACIONALIDAD
96711420;77130027;UN04;202108;0,75;376;104;1;07/08/2021;8;2;1;07/08/2021 08:17:46;07/08/2021 08:01:53;15,88;12,00;3,88;JSWB56;XW8291;28338591;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;6;4;18;07/08/2021 08:17:55;07/08/2021 08:01:35;16,33;15,00;1,33;FCVW21;KHBF36;28333313;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;2;1;07/08/2021 08:18:48;07/08/2021 08:12:21;6,45;8,57;-2,12;CGJX40;HLDF69;28338650;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;2;2;07/08/2021 08:22:16;07/08/2021 08:16:20;5,93;8,57;-2,64;CGJX40;HLDF69;28338650;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;7;1;18;07/08/2021 08:22:53;;0,00;10,00;-10,00;JWTG29;;28334091;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;3;1;07/08/2021 08:23:51;07/08/2021 08:17:46;6,08;12,00;-5,92;FCVW21;JSWB56;28338797;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;4;1;07/08/2021 08:24:27;07/08/2021 08:23:51;0,60;12,00;-11,40;JWTG29;FCVW21;28339059;1;0
96711420;77130027;UN04;202108;0,75;376;104;1;07/08/2021;8;2;2;07/08/2021 08:26:16;07/08/2021 08:08:52;17,40;12,00;5,40;JSWB56;XW8291;28338591;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;3;1;07/08/2021 08:26:20;07/08/2021 08:18:48;7,53;8,57;-1,04;JPRZ38;CGJX40;28339135;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;6;5;18;07/08/2021 08:28:20;07/08/2021 08:17:55;10,42;15,00;-4,58;WR9412;FCVW21;28333648;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;3;2;07/08/2021 08:29:53;07/08/2021 08:22:16;7,62;8,57;-0,95;JPRZ38;CGJX40;28339135;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;5;1;07/08/2021 08:30:25;07/08/2021 08:24:27;5,97;12,00;-6,03;WR9412;JWTG29;28339374;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;3;2;07/08/2021 08:30:48;07/08/2021 08:26:16;4,53;12,00;-7,47;FCVW21;JSWB56;28338797;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;4;1;07/08/2021 08:33:16;07/08/2021 08:26:20;6,93;8,57;-1,64;JRKG10;JPRZ38;28339491;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;4;2;07/08/2021 08:36:47;07/08/2021 08:29:53;6,90;8,57;-1,67;JRKG10;JPRZ38;28339491;1;0
96711420;77130027;UN04;202108;0,50;376;104;0;07/08/2021;7;2;18;07/08/2021 08:39:48;07/08/2021 08:22:53;16,92;10,00;6,92;FXRR73;JWTG29;28334486;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;5;1;07/08/2021 08:40:19;07/08/2021 08:33:16;7,05;8,57;-1,52;XX7734;JRKG10;28339944;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;4;2;07/08/2021 08:40:46;07/08/2021 08:30:48;9,97;12,00;-2,03;WR9412;FCVW21;28339374;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;7;3;18;07/08/2021 08:40:46;07/08/2021 08:39:48;0,97;10,00;-9,03;JWYJ53;FXRR73;28334900;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;6;1;07/08/2021 08:41:37;07/08/2021 08:30:25;11,20;12,00;-0,80;FXRR73;WR9412;28340033;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;5;2;07/08/2021 08:42:50;07/08/2021 08:36:47;6,05;8,57;-2,52;XX7734;JRKG10;28339944;1;0
96711420;77130027;UN04;202108;0,00;376;104;1;07/08/2021;7;1;29;07/08/2021 08:44:22;;0,00;30,00;-30,00;JPRY34;;28334339;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;6;1;07/08/2021 08:46:51;07/08/2021 08:40:19;6,53;8,57;-2,04;LBFZ50;XX7734;28340364;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;5;2;07/08/2021 08:47:17;07/08/2021 08:40:46;6,52;12,00;-5,48;JWTG29;WR9412;28339059;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;7;1;07/08/2021 08:49:20;07/08/2021 08:41:37;7,72;12,00;-4,28;JWYJ53;FXRR73;28340120;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;6;2;07/08/2021 08:49:51;07/08/2021 08:42:50;7,02;8,57;-1,55;LBFZ50;XX7734;28340364;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;7;1;07/08/2021 08:51:56;07/08/2021 08:46:51;5,08;8,57;-3,49;XY1952;LBFZ50;28340630;1;0
96711420;77130027;UN04;202108;0,75;376;104;0;07/08/2021;7;4;18;07/08/2021 08:54:00;07/08/2021 08:40:46;13,23;10,00;3,23;FXZW83;JWYJ53;28335266;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;6;2;07/08/2021 08:55:16;07/08/2021 08:47:17;7,98;12,00;-4,02;FXRR73;JWTG29;28340033;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;7;2;07/08/2021 08:55:50;07/08/2021 08:49:51;5,98;8,57;-2,59;XY1952;LBFZ50;28340630;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;8;1;07/08/2021 08:57:21;07/08/2021 08:49:20;8,02;12,00;-3,98;FXZW83;JWYJ53;28340879;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;7;2;07/08/2021 08:58:16;07/08/2021 08:55:16;3,00;12,00;-9,00;JWYJ53;FXRR73;28340120;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;9;1;1;07/08/2021 09:01:24;;0,00;8,57;-8,57;HWHH92;;28341206;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;7;5;18;07/08/2021 09:01:42;07/08/2021 08:54:00;7,70;10,00;-2,30;ZP9696;FXZW83;28335752;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;7;2;29;07/08/2021 09:01:53;07/08/2021 08:44:22;17,52;30,00;-12,48;HYCZ32;JPRY34;28334694;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;9;1;2;07/08/2021 09:03:24;;0,00;8,57;-8,57;HWHH92;;28341206;1;0
96711420;77130027;UN04;202108;0,00;376;104;1;07/08/2021;9;1;1;07/08/2021 09:05:37;;0,00;10,00;-10,00;ZP9696;;28341500;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;8;2;07/08/2021 09:07:19;07/08/2021 08:58:16;9,05;12,00;-2,95;FXZW83;JWYJ53;28340879;1;0
96711420;77130027;UN04;202108;0,00;376;104;1;07/08/2021;9;1;2;07/08/2021 09:14:49;;0,00;10,00;-10,00;ZP9696;;28341500;1;0
96711420;77130027;UN04;202108;0,75;376;104;0;07/08/2021;7;6;18;07/08/2021 09:15:10;07/08/2021 09:01:42;13,47;10,00;3,47;FVGC37;ZP9696;28336553;1;0
96711420;77130027;UN04;202108;0,75;376;104;1;07/08/2021;9;2;1;07/08/2021 09:18:31;07/08/2021 09:05:37;12,90;10,00;2,90;FVGC37;ZP9696;28342160;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;9;2;1;07/08/2021 09:22:22;07/08/2021 09:01:24;20,97;8,57;12,40;LBGG46;HWHH92;28342493;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;7;7;18;07/08/2021 09:22:40;07/08/2021 09:15:10;7,50;10,00;-2,50;YW6567;FVGC37;28336943;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;7;8;18;07/08/2021 09:23:11;07/08/2021 09:22:40;0,52;10,00;-9,48;JDYK21;YW6567;28337398;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;9;3;1;07/08/2021 09:23:46;07/08/2021 09:18:31;5,25;10,00;-4,75;YW6567;FVGC37;28342611;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;9;4;1;07/08/2021 09:24:54;07/08/2021 09:23:46;1,13;10,00;-8,87;JDYK21;YW6567;28342678;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;9;2;2;07/08/2021 09:25:23;07/08/2021 09:03:24;21,98;8,57;13,41;LBGG46;HWHH92;28342493;1;0
96711420;77130027;UN04;202108;0,75;376;104;1;07/08/2021;9;2;2;07/08/2021 09:27:49;07/08/2021 09:14:49;13,00;10,00;3,00;FVGC37;ZP9696;28342160;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;9;3;2;07/08/2021 09:35:23;07/08/2021 09:27:49;7,57;10,00;-2,43;YW6567;FVGC37;28342611;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;8;1;18;07/08/2021 09:36:18;;0,00;8,57;-8,57;HLDF69;;28338320;1;0
96711420;77130027;UN04;202108;0,50;376;104;0;07/08/2021;9;3;1;07/08/2021 09:36:20;07/08/2021 09:22:22;13,97;8,57;5,40;FXZW67;LBGG46;28343332;1;0
96711420;77130027;UN04;202108;0,00;376;104;1;07/08/2021;8;1;29;07/08/2021 09:38:21;;0,00;12,00;-12,00;XW8291;;28337697;1;0
96711420;77130027;UN04;202108;0,50;376;104;0;07/08/2021;9;3;2;07/08/2021 09:39:49;07/08/2021 09:25:23;14,43;8,57;5,86;FXZW67;LBGG46;28343332;1;0
96711420;77130027;UN04;202108;0,50;376;104;1;07/08/2021;9;5;1;07/08/2021 09:42:12;07/08/2021 09:24:54;17,30;10,00;7,30;HLDF69;JDYK21;28343423;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;9;4;1;07/08/2021 09:42:47;07/08/2021 09:36:20;6,45;8,57;-2,12;ZP9889;FXZW67;28343721;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;9;4;2;07/08/2021 09:43:53;07/08/2021 09:35:23;8,50;10,00;-1,50;JDYK21;YW6567;28342678;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;2;18;07/08/2021 09:44:48;07/08/2021 09:36:18;8,50;8,57;-0,07;CGJX40;HLDF69;28338650;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;9;4;2;07/08/2021 09:46:47;07/08/2021 09:39:49;6,97;8,57;-1,60;ZP9889;FXZW67;28343721;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;9;5;1;07/08/2021 09:50:16;07/08/2021 09:42:47;7,48;8,57;-1,09;KJWH65;ZP9889;28344172;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;3;18;07/08/2021 09:51:54;07/08/2021 09:44:48;7,10;8,57;-1,47;JPRZ38;CGJX40;28339135;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;9;5;2;07/08/2021 09:52:23;07/08/2021 09:46:47;5,60;8,57;-2,97;KJWH65;ZP9889;28344172;1;0
96711420;77130027;UN04;202108;0,75;376;104;1;07/08/2021;9;6;1;07/08/2021 09:54:51;07/08/2021 09:42:12;12,65;10,00;2,65;CGJX40;HLDF69;28343931;1;0
96711420;77130027;UN04;202108;0,75;376;104;1;07/08/2021;8;2;29;07/08/2021 09:55:47;07/08/2021 09:38:21;17,43;12,00;5,43;JSWB56;XW8291;28338591;1;0
96711420;77130027;UN04;202108;0,75;376;104;1;07/08/2021;9;5;2;07/08/2021 09:57:20;07/08/2021 09:43:53;13,45;10,00;3,45;HLDF69;JDYK21;28343423;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;3;29;07/08/2021 10:00:46;07/08/2021 09:55:47;4,98;12,00;-7,02;FCVW21;JSWB56;28338797;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;1;1;07/08/2021 10:02:49;07/08/2021 09:54:51;7,97;8,57;-0,60;JPRZ38;CGJX40;28344414;1;0
96711420;77130027;UN04;202108;0,75;376;104;0;07/08/2021;8;4;18;07/08/2021 10:03:20;07/08/2021 09:51:54;11,43;8,57;2,86;JRKG10;JPRZ38;28339491;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;9;6;2;07/08/2021 10:03:48;07/08/2021 09:57:20;6,47;10,00;-3,53;CGJX40;HLDF69;28343931;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;10;1;1;07/08/2021 10:03:52;;0,00;8,57;-8,57;HYCZ32;;28344983;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;10;1;2;07/08/2021 10:07:22;;0,00;8,57;-8,57;HYCZ32;;28344983;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;5;18;07/08/2021 10:07:46;07/08/2021 10:03:20;4,43;8,57;-4,14;XX7734;JRKG10;28339944;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;4;29;07/08/2021 10:09:17;07/08/2021 10:00:46;8,52;12,00;-3,48;WR9412;FCVW21;28339374;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;2;1;07/08/2021 10:10:21;07/08/2021 10:02:49;7,53;8,57;-1,04;JRKG10;JPRZ38;28345161;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;1;2;07/08/2021 10:10:47;07/08/2021 10:03:48;6,98;8,57;-1,59;JPRZ38;CGJX40;28344414;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;2;1;07/08/2021 10:11:20;07/08/2021 10:03:52;7,47;8,57;-1,10;FJZY74;HYCZ32;28345404;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;6;18;07/08/2021 10:12:41;07/08/2021 10:07:46;4,92;8,57;-3,65;LBFZ50;XX7734;28340364;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;2;2;07/08/2021 10:15:38;07/08/2021 10:07:22;8,27;8,57;-0,30;FJZY74;HYCZ32;28345404;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;5;29;07/08/2021 10:15:50;07/08/2021 10:09:17;6,55;12,00;-5,45;JWTG29;WR9412;28339059;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;3;1;07/08/2021 10:16:00;07/08/2021 10:10:21;5,65;8,57;-2,92;XX7734;JRKG10;28345341;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;3;1;07/08/2021 10:18:18;07/08/2021 10:11:20;6,97;8,57;-1,60;LVKR46;FJZY74;28345792;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;2;2;07/08/2021 10:18:50;07/08/2021 10:10:47;8,05;8,57;-0,52;JRKG10;JPRZ38;28345161;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;8;7;18;07/08/2021 10:19:51;07/08/2021 10:12:41;7,17;8,57;-1,40;XY1952;LBFZ50;28340630;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;3;2;07/08/2021 10:22:18;07/08/2021 10:15:38;6,67;8,57;-1,90;LVKR46;FJZY74;28345792;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;4;1;07/08/2021 10:22:42;07/08/2021 10:16:00;6,70;8,57;-1,87;LBFZ50;XX7734;28345644;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;3;2;07/08/2021 10:23:16;07/08/2021 10:18:50;4,43;8,57;-4,14;XX7734;JRKG10;28345341;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;6;29;07/08/2021 10:23:21;07/08/2021 10:15:50;7,52;12,00;-4,48;FXRR73;JWTG29;28340033;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;7;29;07/08/2021 10:26:23;07/08/2021 10:23:21;3,03;12,00;-8,97;JWYJ53;FXRR73;28340120;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;5;1;07/08/2021 10:29:48;07/08/2021 10:22:42;7,10;8,57;-1,47;XY1952;LBFZ50;28346089;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;9;1;18;07/08/2021 10:29:56;;0,00;8,57;-8,57;HWHH92;;28341206;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;4;2;07/08/2021 10:31:20;07/08/2021 10:23:16;8,07;8,57;-0,50;LBFZ50;XX7734;28345644;1;0
96711420;77130027;UN04;202108;0,50;376;104;0;07/08/2021;10;4;1;07/08/2021 10:32:18;07/08/2021 10:18:18;14,00;8,57;5,43;XW8291;LVKR46;28346663;1;0
96711420;77130027;UN04;202108;0,50;376;104;0;07/08/2021;10;4;2;07/08/2021 10:35:17;07/08/2021 10:22:18;12,98;8,57;4,41;XW8291;LVKR46;28346663;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;6;1;07/08/2021 10:37:39;07/08/2021 10:29:48;7,85;8,57;-0,72;HWHH92;XY1952;28346694;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;5;2;07/08/2021 10:37:51;07/08/2021 10:31:20;6,52;8,57;-2,05;XY1952;LBFZ50;28346089;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;8;8;29;07/08/2021 10:38:16;07/08/2021 10:26:23;11,88;12,00;-0,12;FXZW83;JWYJ53;28340879;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;5;1;07/08/2021 10:39:19;07/08/2021 10:32:18;7,02;8,57;-1,55;KHBF36;XW8291;28347053;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;5;2;07/08/2021 10:41:49;07/08/2021 10:35:17;6,53;8,57;-2,04;KHBF36;XW8291;28347053;1;0
96711420;77130027;UN04;202108;0,00;376;104;1;07/08/2021;9;1;29;07/08/2021 10:43:48;;0,00;10,00;-10,00;ZP9696;;28341500;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;6;1;07/08/2021 10:44:51;07/08/2021 10:39:19;5,53;8,57;-3,04;JSWB56;KHBF36;28347414;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;6;2;07/08/2021 10:45:52;07/08/2021 10:37:51;8,02;8,57;-0,55;HWHH92;XY1952;28346694;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;6;2;07/08/2021 10:47:51;07/08/2021 10:41:49;6,03;8,57;-2,54;JSWB56;KHBF36;28347414;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;9;2;18;07/08/2021 10:47:52;07/08/2021 10:29:56;17,93;8,57;9,36;LBGG46;HWHH92;28342493;1;0
96711420;77130027;UN04;202108;0,75;376;104;1;07/08/2021;10;7;1;07/08/2021 10:49:23;07/08/2021 10:37:39;11,73;8,57;3,16;LBGG46;HWHH92;28347715;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;7;1;07/08/2021 10:50:20;07/08/2021 10:44:51;5,48;8,57;-3,09;FCVW21;JSWB56;28347773;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;7;2;07/08/2021 10:52:53;07/08/2021 10:47:51;5,03;8,57;-3,54;FCVW21;JSWB56;28347773;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;8;1;07/08/2021 10:57:17;07/08/2021 10:50:20;6,95;8,57;-1,62;WR9412;FCVW21;28348162;1;0
96711420;77130027;UN04;202108;0,75;376;104;1;07/08/2021;9;2;29;07/08/2021 10:57:48;07/08/2021 10:43:48;14,00;10,00;4,00;FVGC37;ZP9696;28342160;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;8;2;07/08/2021 11:00:47;07/08/2021 10:52:53;7,90;8,57;-0,67;WR9412;FCVW21;28348162;1;0
96711420;77130027;UN04;202108;0,50;376;104;0;07/08/2021;9;3;18;07/08/2021 11:01:49;07/08/2021 10:47:52;13,95;8,57;5,38;FXZW67;LBGG46;28343332;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;9;3;29;07/08/2021 11:01:51;07/08/2021 10:57:48;4,05;10,00;-5,95;YW6567;FVGC37;28342611;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;11;1;1;07/08/2021 11:08:50;;0,00;8,57;-8,57;FXRR73;;28348855;1;0
96711420;77130027;UN04;202108;0,00;376;104;1;07/08/2021;10;7;2;07/08/2021 11:09:17;07/08/2021 10:45:52;23,42;8,57;14,85;LBGG46;HWHH92;28347715;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;9;4;29;07/08/2021 11:10:53;07/08/2021 11:01:51;9,03;10,00;-0,97;JDYK21;YW6567;28342678;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;9;4;18;07/08/2021 11:11:18;07/08/2021 11:01:49;9,48;8,57;0,91;ZP9889;FXZW67;28343721;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;11;1;2;07/08/2021 11:11:56;;0,00;8,57;-8,57;FXRR73;;28348855;1;0
96711420;77130027;UN04;202108;0,00;376;104;1;07/08/2021;11;1;1;07/08/2021 11:12:07;;0,00;8,57;-8,57;FXZW67;;28348580;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;11;2;1;07/08/2021 11:14:47;07/08/2021 11:08:50;5,95;8,57;-2,62;JWYJ53;FXRR73;28349181;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;9;5;18;07/08/2021 11:17:14;07/08/2021 11:11:18;5,93;8,57;-2,64;KJWH65;ZP9889;28344172;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;11;2;2;07/08/2021 11:17:47;07/08/2021 11:11:56;5,85;8,57;-2,72;JWYJ53;FXRR73;28349181;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;11;2;1;07/08/2021 11:19:35;07/08/2021 11:12:07;7,47;8,57;-1,10;ZP9889;FXZW67;28349209;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;11;3;1;07/08/2021 11:19:49;07/08/2021 11:14:47;5,03;8,57;-3,54;FXZW83;JWYJ53;28349541;1;0
96711420;77130027;UN04;202108;0,00;376;104;1;07/08/2021;11;1;2;07/08/2021 11:19:55;;0,00;8,57;-8,57;FXZW67;;28348580;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;11;3;2;07/08/2021 11:21:50;07/08/2021 11:17:47;4,05;8,57;-4,52;FXZW83;JWYJ53;28349541;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;11;3;1;07/08/2021 11:25:53;07/08/2021 11:19:35;6,30;8,57;-2,27;KJWH65;ZP9889;28349544;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;11;2;2;07/08/2021 11:27:49;07/08/2021 11:19:55;7,90;8,57;-0,67;ZP9889;FXZW67;28349209;1;0
96711420;77130027;UN04;202108;0,00;376;104;0;07/08/2021;10;1;18;07/08/2021 11:29:39;;0,00;8,57;-8,57;HYCZ32;;28344983;1;0
96711420;77130027;UN04;202108;0,25;376;104;1;07/08/2021;9;5;29;07/08/2021 11:30:52;07/08/2021 11:10:53;19,98;10,00;9,98;HLDF69;JDYK21;28343423;1;0
96711420;77130027;UN04;202108;0,75;376;104;0;07/08/2021;11;4;1;07/08/2021 11:32:20;07/08/2021 11:19:49;12,52;8,57;3,95;JBHR92;FXZW83;28350321;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;11;3;2;07/08/2021 11:33:49;07/08/2021 11:27:49;6,00;8,57;-2,57;KJWH65;ZP9889;28349544;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;9;6;29;07/08/2021 11:34:48;07/08/2021 11:30:52;3,93;10,00;-6,07;CGJX40;HLDF69;28343931;1;0
96711420;77130027;UN04;202108;0,50;376;104;0;07/08/2021;11;4;2;07/08/2021 11:36:25;07/08/2021 11:21:50;14,58;8,57;6,01;JBHR92;FXZW83;28350321;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;11;5;1;07/08/2021 11:37:47;07/08/2021 11:32:20;5,45;8,57;-3,12;HDSB58;JBHR92;28350563;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;2;18;07/08/2021 11:38:22;07/08/2021 11:29:39;8,72;8,57;0,15;FJZY74;HYCZ32;28345404;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;1;29;07/08/2021 11:39:48;07/08/2021 11:34:48;5,00;8,57;-3,57;JPRZ38;CGJX40;28344414;1;0
96711420;77130027;UN04;202108;0,50;376;104;1;07/08/2021;11;4;1;07/08/2021 11:40:15;07/08/2021 11:25:53;14,37;8,57;5,80;HYCZ32;KJWH65;28350232;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;11;5;2;07/08/2021 11:42:18;07/08/2021 11:36:25;5,88;8,57;-2,69;HDSB58;JBHR92;28350563;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;11;6;1;07/08/2021 11:45:49;07/08/2021 11:37:47;8,03;8,57;-0,54;FVGC37;HDSB58;28351103;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;11;5;1;07/08/2021 11:47:42;07/08/2021 11:40:15;7,45;8,57;-1,12;FJZY74;HYCZ32;28350777;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;10;3;18;07/08/2021 11:47:52;07/08/2021 11:38:22;9,50;8,57;0,93;LVKR46;FJZY74;28345792;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;11;6;2;07/08/2021 11:48:49;07/08/2021 11:42:18;6,52;8,57;-2,05;FVGC37;HDSB58;28351103;1;0
96711420;77130027;UN04;202108;0,25;376;104;1;07/08/2021;11;4;2;07/08/2021 11:49:19;07/08/2021 11:33:49;15,50;8,57;6,93;HYCZ32;KJWH65;28350232;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;10;2;29;07/08/2021 11:49:48;07/08/2021 11:39:48;10,00;8,57;1,43;JRKG10;JPRZ38;28345161;1;0
96711420;77130027;UN04;202108;1,00;376;104;0;07/08/2021;11;7;1;07/08/2021 11:51:47;07/08/2021 11:45:49;5,97;8,57;-2,60;JDYK21;FVGC37;28351430;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;11;6;1;07/08/2021 11:52:48;07/08/2021 11:47:42;5,10;8,57;-3,47;LVKR46;FJZY74;28351492;1;0
96711420;77130027;UN04;202108;1,00;376;104;1;07/08/2021;11;5;2;07/08/2021 11:53:18;07/08/2021 11:49:19;3,98;8,57;-4,59;FJZY74;HYCZ32;28350777;1;0
