DNI1;DNI2;UNI;PERI_MES;INDICADOR;ID_SERVI;NOM_SERV;CODI_SENTI;PERIODO_DIA;PERIODO_HORA;INTERVALO_INDICADOR;POSI_PUNTO;HORA_PASADA_CHL;HORA_PASADA_CHL_ANTERIOR;INTERVALO_OBSERVADO;INTERVALO_EXIGIDO;INCUMPLIMIENTO;PATENTE;PATENTE_ANTERIOR;NRO_UNICO_PASADA;TIPO_DIA;TIPO_ESTACIONALIDAD
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;10;1;02/08/2021 09:20:58;02/08/2021 09:16:23;4,58;7,50;-2,92;FVGC37;HDSB58;27910373;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;6;18;02/08/2021 09:22:14;02/08/2021 09:17:50;4,40;5,45;-1,05;YB7798;JSWB56;27905002;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;11;1;02/08/2021 09:22:16;02/08/2021 09:16:49;5,45;6,67;-1,22;JSWB56;FLHK59;27910500;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;6;18;02/08/2021 09:22:17;02/08/2021 09:16:30;5,78;6,67;-0,89;JWTG29;KHBF36;27906200;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;10;2;02/08/2021 09:24:16;02/08/2021 09:19:53;4,38;7,50;-3,12;FVGC37;HDSB58;27910373;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;7;7;18;02/08/2021 09:24:24;02/08/2021 09:22:14;2,17;5,45;-3,28;JBHR92;YB7798;27905275;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;6;29;02/08/2021 09:24:51;02/08/2021 09:19:52;4,98;15,00;-10,02;DCXL23;HWHH92;27904910;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;7;18;02/08/2021 09:24:54;02/08/2021 09:22:14;2,67;5,45;-2,78;FJZY74;YB7798;27905579;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;3;2;02/08/2021 09:25:18;02/08/2021 09:19:19;5,98;6,67;-0,69;FLHK59;FXZW67;27910103;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;11;1;02/08/2021 09:26:26;02/08/2021 09:20:58;5,47;7,50;-2,03;FYBC78;FVGC37;27910676;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;6;1;02/08/2021 09:27:17;02/08/2021 09:22:16;5,02;6,67;-1,65;YB7798;JSWB56;27910614;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;4;18;02/08/2021 09:27:52;02/08/2021 09:22:17;5,58;6,67;-1,09;JWYJ53;JWTG29;27906568;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;11;2;02/08/2021 09:28:51;02/08/2021 09:24:16;4,58;7,50;-2,92;FYBC78;FVGC37;27910676;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;6;1;02/08/2021 09:30:47;02/08/2021 09:26:26;4,35;7,50;-3,15;GSZY26;FYBC78;27910971;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;11;2;02/08/2021 09:31:16;02/08/2021 09:25:18;5,97;6,67;-0,70;JSWB56;FLHK59;27910500;0;0
96711420;77130027;UN04;202108;0,75;376;104;0;02/08/2021;8;1;18;02/08/2021 09:32:16;02/08/2021 09:24:24;7,87;5,45;2,42;HYYY88;JBHR92;27905901;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;7;1;02/08/2021 09:32:18;02/08/2021 09:27:17;5,02;6,67;-1,65;JBHR92;YB7798;27910708;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;1;18;02/08/2021 09:32:25;02/08/2021 09:27:52;4,55;6,67;-2,12;JDYK21;JWYJ53;27906832;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;7;2;29;02/08/2021 09:33:46;02/08/2021 09:24:51;8,92;15,00;-6,08;HYCZ32;DCXL23;27905420;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;6;2;02/08/2021 09:33:47;02/08/2021 09:28:51;4,93;7,50;-2,57;GSZY26;FYBC78;27910971;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;6;2;02/08/2021 09:35:47;02/08/2021 09:31:16;4,52;6,67;-2,15;YB7798;JSWB56;27910614;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;3;1;02/08/2021 09:35:53;02/08/2021 09:30:47;5,10;7,50;-2,40;GWZK23;GSZY26;27911303;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;10;1;02/08/2021 09:36:34;02/08/2021 09:32:18;4,27;6,67;-2,40;FJZY74;JBHR92;27910767;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;7;29;02/08/2021 09:37:47;02/08/2021 09:33:46;4,02;6,67;-2,65;HFST77;HYCZ32;27905622;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;3;2;02/08/2021 09:38:54;02/08/2021 09:33:47;5,12;7,50;-2,38;GWZK23;GSZY26;27911303;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;7;1;02/08/2021 09:40:17;02/08/2021 09:35:53;4,40;7,50;-3,10;FGVK26;GWZK23;27911572;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;7;2;02/08/2021 09:40:49;02/08/2021 09:35:47;5,03;6,67;-1,64;JBHR92;YB7798;27910708;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;1;1;02/08/2021 09:41:17;02/08/2021 09:36:34;4,72;6,67;-1,95;HYYY88;FJZY74;27911181;0;0
96711420;77130027;UN04;202108;0,25;376;104;0;02/08/2021;8;6;18;02/08/2021 09:41:49;02/08/2021 09:32:16;9,55;5,45;4,10;GPGH32;HYYY88;27906501;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;10;2;02/08/2021 09:43:29;02/08/2021 09:40:49;2,67;6,67;-4,00;FJZY74;JBHR92;27910767;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;7;2;02/08/2021 09:43:48;02/08/2021 09:38:54;4,90;7,50;-2,60;FGVK26;GWZK23;27911572;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;12;1;02/08/2021 09:46:18;02/08/2021 09:40:17;6,02;7,50;-1,48;ZJ7624;FGVK26;27911901;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;5;18;02/08/2021 09:47:35;02/08/2021 09:41:49;5,77;5,45;0,32;LVKR46;GPGH32;27906683;0;0
96711420;77130027;UN04;202108;0,00;376;104;1;02/08/2021;8;8;18;02/08/2021 09:47:53;02/08/2021 09:32:25;15,47;6,67;8,80;XX7734;JDYK21;27907829;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;12;2;02/08/2021 09:48:49;02/08/2021 09:43:48;5,02;7,50;-2,48;ZJ7624;FGVK26;27911901;0;0
96711420;77130027;UN04;202108;0,25;376;104;1;02/08/2021;8;5;29;02/08/2021 09:49:46;02/08/2021 09:37:47;11,98;6,67;5,31;KHBF36;HFST77;27906008;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;1;2;02/08/2021 09:49:49;02/08/2021 09:43:29;6,33;6,67;-0,34;HYYY88;FJZY74;27911181;0;0
96711420;77130027;UN04;202108;0,75;376;104;1;02/08/2021;9;8;1;02/08/2021 09:50:13;02/08/2021 09:41:17;8,93;6,67;2,26;GPGH32;HYYY88;27911783;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;2;1;02/08/2021 09:50:46;02/08/2021 09:46:18;4,47;7,50;-3,03;JJYW74;ZJ7624;27912200;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;6;29;02/08/2021 09:50:49;02/08/2021 09:49:46;1,05;6,67;-5,62;JWTG29;KHBF36;27906200;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;3;18;02/08/2021 09:51:50;02/08/2021 09:47:53;3,95;6,67;-2,72;WR9412;XX7734;27907943;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;5;1;02/08/2021 09:52:19;02/08/2021 09:50:13;2,10;6,67;-4,57;LVKR46;GPGH32;27912119;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;2;18;02/08/2021 09:54:21;02/08/2021 09:47:35;6,77;5,45;1,32;JCGC63;LVKR46;27907047;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;2;2;02/08/2021 09:54:46;02/08/2021 09:48:49;5,95;7,50;-1,55;JJYW74;ZJ7624;27912200;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;9;18;02/08/2021 09:56:18;02/08/2021 09:51:50;4,47;6,67;-2,20;JGVY82;WR9412;27908843;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;8;1;02/08/2021 09:56:21;02/08/2021 09:50:46;5,58;7,50;-1,92;JPRZ38;JJYW74;27912503;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;4;29;02/08/2021 09:58:17;02/08/2021 09:50:49;7,47;6,67;0,80;JWYJ53;JWTG29;27906568;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;8;2;02/08/2021 09:58:51;02/08/2021 09:54:46;4,08;7,50;-3,42;JPRZ38;JJYW74;27912503;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;11;18;02/08/2021 09:58:52;02/08/2021 09:54:21;4,52;5,45;-0,93;XW8291;JCGC63;27906022;0;0
96711420;77130027;UN04;202108;0,50;376;104;1;02/08/2021;9;8;2;02/08/2021 10:00:19;02/08/2021 09:49:49;10,50;6,67;3,83;GPGH32;HYYY88;27911783;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;1;1;02/08/2021 10:00:20;02/08/2021 09:56:21;3,98;7,50;-3,52;BCHK58;JPRZ38;27912743;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;10;18;02/08/2021 10:00:22;02/08/2021 09:56:18;4,07;6,67;-2,60;BHWD19;JGVY82;27908483;0;0
96711420;77130027;UN04;202108;0,75;376;104;1;02/08/2021;10;3;1;02/08/2021 10:01:46;02/08/2021 09:52:19;9,45;7,50;1,95;JCGC63;LVKR46;27912510;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;3;18;02/08/2021 10:02:52;02/08/2021 09:58:52;4,00;5,45;-1,45;LBFZ50;XW8291;27907730;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;1;29;02/08/2021 10:03:46;02/08/2021 09:58:17;5,48;6,67;-1,19;JDYK21;JWYJ53;27906832;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;1;2;02/08/2021 10:04:21;02/08/2021 09:58:51;5,50;7,50;-2,00;BCHK58;JPRZ38;27912743;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;3;1;02/08/2021 10:05:48;02/08/2021 10:00:20;5,47;7,50;-2,03;HLDF69;BCHK58;27913101;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;2;18;02/08/2021 10:06:48;02/08/2021 10:00:22;6,43;6,67;-0,24;JRKG10;BHWD19;27908664;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;5;2;02/08/2021 10:06:53;02/08/2021 10:00:19;6,57;6,67;-0,10;LVKR46;GPGH32;27912119;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;12;1;02/08/2021 10:07:18;02/08/2021 10:01:46;5,53;7,50;-1,97;XW8291;JCGC63;27912801;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;10;18;02/08/2021 10:08:01;02/08/2021 10:02:52;5,15;5,45;-0,30;BDRS53;LBFZ50;27908061;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;3;2;02/08/2021 10:09:19;02/08/2021 10:04:21;4,97;7,50;-2,53;HLDF69;BCHK58;27913101;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;9;18;02/08/2021 10:09:47;02/08/2021 10:06:48;2,98;6,67;-3,69;HYYY47;JRKG10;27909261;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;4;18;02/08/2021 10:09:53;02/08/2021 10:08:01;1,87;5,45;-3,58;LBGG46;BDRS53;27908337;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;3;2;02/08/2021 10:10:47;02/08/2021 10:06:53;3,90;7,50;-3,60;JCGC63;LVKR46;27912510;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;8;1;02/08/2021 10:10:53;02/08/2021 10:05:48;5,08;7,50;-2,42;XL7858;HLDF69;27913402;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;4;1;02/08/2021 10:13:19;02/08/2021 10:07:18;6,02;7,50;-1,48;LBFZ50;XW8291;27913553;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;8;2;02/08/2021 10:13:23;02/08/2021 10:09:19;4,07;7,50;-3,43;XL7858;HLDF69;27913402;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;12;2;02/08/2021 10:14:41;02/08/2021 10:10:47;3,90;7,50;-3,60;XW8291;JCGC63;27912801;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;4;18;02/08/2021 10:15:24;02/08/2021 10:09:47;5,62;6,67;-1,05;FXZW83;HYYY47;27909502;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;9;1;02/08/2021 10:16:24;02/08/2021 10:10:53;5,52;7,50;-1,98;HWHH92;XL7858;27913706;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;11;1;02/08/2021 10:18:06;02/08/2021 10:13:19;4,78;7,50;-2,72;BDRS53;LBFZ50;27913462;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;9;2;02/08/2021 10:18:24;02/08/2021 10:13:23;5,02;7,50;-2,48;HWHH92;XL7858;27913706;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;4;2;02/08/2021 10:18:46;02/08/2021 10:14:41;4,08;7,50;-3,42;LBFZ50;XW8291;27913553;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;6;1;02/08/2021 10:19:26;02/08/2021 10:18:06;1,33;7,50;-6,17;LBGG46;BDRS53;27913500;0;0
96711420;77130027;UN04;202108;0,25;376;104;0;02/08/2021;8;8;18;02/08/2021 10:20:35;02/08/2021 10:09:53;10,70;5,45;5,25;ZP9696;LBGG46;27908633;0;0
96711420;77130027;UN04;202108;0,00;376;104;1;02/08/2021;8;3;29;02/08/2021 10:20:51;02/08/2021 10:03:46;17,08;6,67;10,41;WR9412;JDYK21;27907943;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;7;1;02/08/2021 10:20:51;02/08/2021 10:16:24;4,45;7,50;-3,05;DCXL23;HWHH92;27913974;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;2;18;02/08/2021 10:20:52;02/08/2021 10:15:24;5,47;6,67;-1,20;FXZW67;FXZW83;27909801;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;8;9;18;02/08/2021 10:21:54;02/08/2021 10:20:35;1,32;5,45;-4,13;YW6567;ZP9696;27908907;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;8;29;02/08/2021 10:23:47;02/08/2021 10:20:51;2,93;6,67;-3,74;JGVY82;WR9412;27908843;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;7;2;02/08/2021 10:23:52;02/08/2021 10:18:24;5,47;7,50;-2,03;DCXL23;HWHH92;27913974;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;2;1;02/08/2021 10:25:19;02/08/2021 10:20:51;4,47;7,50;-3,03;HYCZ32;DCXL23;27914303;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;8;9;29;02/08/2021 10:25:52;02/08/2021 10:23:47;2,08;6,67;-4,59;BHWD19;JGVY82;27908483;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;8;1;02/08/2021 10:26:05;02/08/2021 10:19:26;6,65;7,50;-0,85;ZP9696;LBGG46;27914096;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;11;2;02/08/2021 10:26:16;02/08/2021 10:18:46;7,50;7,50;0,00;BDRS53;LBFZ50;27913462;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;3;18;02/08/2021 10:26:20;02/08/2021 10:20:52;5,47;6,67;-1,20;FLHK59;FXZW67;27910103;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;8;18;02/08/2021 10:27:51;02/08/2021 10:21:54;5,95;7,50;-1,55;ZP9889;YW6567;27909202;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;2;2;02/08/2021 10:28:22;02/08/2021 10:23:52;4,50;7,50;-3,00;HYCZ32;DCXL23;27914303;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;6;2;02/08/2021 10:28:53;02/08/2021 10:26:16;2,62;7,50;-4,88;LBGG46;BDRS53;27913500;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;12;1;02/08/2021 10:29:18;02/08/2021 10:25:19;3,98;7,50;-3,52;HFST77;HYCZ32;27914453;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;11;18;02/08/2021 10:30:51;02/08/2021 10:26:20;4,52;6,67;-2,15;JSWB56;FLHK59;27910500;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;12;2;02/08/2021 10:33:19;02/08/2021 10:28:22;4,95;7,50;-2,55;HFST77;HYCZ32;27914453;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;10;1;02/08/2021 10:34:21;02/08/2021 10:26:05;8,27;7,50;0,77;YW6567;ZP9696;27914180;0;0
96711420;77130027;UN04;202108;0,75;376;104;1;02/08/2021;8;2;29;02/08/2021 10:34:48;02/08/2021 10:25:52;8,93;6,67;2,26;JRKG10;BHWD19;27908664;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;1;18;02/08/2021 10:35:14;02/08/2021 10:27:51;7,38;7,50;-0,12;FCVW21;ZP9889;27909353;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;6;18;02/08/2021 10:35:17;02/08/2021 10:30:51;4,43;6,67;-2,24;YB7798;JSWB56;27910614;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;8;2;02/08/2021 10:36:17;02/08/2021 10:28:53;7,40;7,50;-0,10;ZP9696;LBGG46;27914096;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;10;1;02/08/2021 10:37:18;02/08/2021 10:29:18;8,00;7,50;0,50;KHBF36;HFST77;27914900;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;7;1;02/08/2021 10:37:25;02/08/2021 10:34:21;3,07;7,50;-4,43;ZP9889;YW6567;27914574;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;9;29;02/08/2021 10:37:51;02/08/2021 10:34:48;3,05;6,67;-3,62;HYYY47;JRKG10;27909261;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;5;18;02/08/2021 10:37:51;02/08/2021 10:35:14;2,62;7,50;-4,88;DPYV64;FCVW21;27909833;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;10;2;02/08/2021 10:39:48;02/08/2021 10:33:19;6,48;7,50;-1,02;KHBF36;HFST77;27914900;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;7;18;02/08/2021 10:40:47;02/08/2021 10:35:17;5,50;6,67;-1,17;JBHR92;YB7798;27910708;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;10;2;02/08/2021 10:40:55;02/08/2021 10:36:17;4,63;7,50;-2,87;YW6567;ZP9696;27914180;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;4;18;02/08/2021 10:41:23;02/08/2021 10:37:51;3,53;7,50;-3,97;HDSB58;DPYV64;27910137;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;11;1;02/08/2021 10:41:46;02/08/2021 10:37:18;4,47;7,50;-3,03;JWTG29;KHBF36;27915233;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;1;1;02/08/2021 10:43:25;02/08/2021 10:37:25;6,00;7,50;-1,50;FCVW21;ZP9889;27914966;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;11;2;02/08/2021 10:43:46;02/08/2021 10:39:48;3,97;7,50;-3,53;JWTG29;KHBF36;27915233;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;10;18;02/08/2021 10:45:16;02/08/2021 10:40:47;4,48;6,67;-2,19;FJZY74;JBHR92;27910767;0;0
96711420;77130027;UN04;202108;0,75;376;104;1;02/08/2021;9;4;29;02/08/2021 10:46:16;02/08/2021 10:37:51;8,42;6,67;1,75;FXZW83;HYYY47;27909502;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;6;1;02/08/2021 10:46:19;02/08/2021 10:41:46;4,55;7,50;-2,95;JWYJ53;JWTG29;27915504;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;7;2;02/08/2021 10:46:47;02/08/2021 10:40:55;5,87;7,50;-1,63;ZP9889;YW6567;27914574;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;2;29;02/08/2021 10:48:23;02/08/2021 10:46:16;2,12;6,67;-4,55;FXZW67;FXZW83;27909801;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;5;1;02/08/2021 10:48:48;02/08/2021 10:43:25;5,38;7,50;-2,12;DPYV64;FCVW21;27915626;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;6;2;02/08/2021 10:48:50;02/08/2021 10:43:46;5,07;7,50;-2,43;JWYJ53;JWTG29;27915504;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;1;18;02/08/2021 10:49:19;02/08/2021 10:45:16;4,05;6,67;-2,62;HYYY88;FJZY74;27911181;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;2;1;02/08/2021 10:49:32;02/08/2021 10:48:48;0,73;7,50;-6,77;HDSB58;DPYV64;27915357;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;4;1;02/08/2021 10:50:46;02/08/2021 10:46:19;4,45;7,50;-3,05;JDYK21;JWYJ53;27915802;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;1;2;02/08/2021 10:50:50;02/08/2021 10:46:47;4,05;7,50;-3,45;FCVW21;ZP9889;27914966;0;0
96711420;77130027;UN04;202108;0,75;376;104;0;02/08/2021;9;10;18;02/08/2021 10:51:19;02/08/2021 10:41:23;9,93;7,50;2,43;FYBC78;HDSB58;27910676;0;0
96711420;77130027;UN04;202108;0,75;376;104;0;02/08/2021;9;9;18;02/08/2021 10:51:49;02/08/2021 10:41:23;10,43;7,50;2,93;FVGC37;HDSB58;27910373;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;4;2;02/08/2021 10:54:17;02/08/2021 10:48:50;5,45;7,50;-2,05;JDYK21;JWYJ53;27915802;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;3;29;02/08/2021 10:54:49;02/08/2021 10:48:23;6,43;6,67;-0,24;FLHK59;FXZW67;27910103;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;9;18;02/08/2021 10:54:54;02/08/2021 10:49:19;5,58;7,50;-1,92;FXRR73;HYYY88;27913601;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;5;2;02/08/2021 10:55:20;02/08/2021 10:50:50;4,50;7,50;-3,00;DPYV64;FCVW21;27915626;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;9;1;02/08/2021 10:56:46;02/08/2021 10:49:32;7,23;7,50;-0,27;FVGC37;HDSB58;27915986;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;5;1;02/08/2021 10:56:47;02/08/2021 10:50:46;6,02;7,50;-1,48;ZR1738;JDYK21;27916101;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;6;18;02/08/2021 10:57:52;02/08/2021 10:51:49;6,05;7,50;-1,45;GSZY26;FVGC37;27910971;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;10;5;2;02/08/2021 10:59:49;02/08/2021 10:54:17;5,53;7,50;-1,97;ZR1738;JDYK21;27916101;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;11;29;02/08/2021 11:00:21;02/08/2021 10:54:49;5,53;6,67;-1,14;JSWB56;FLHK59;27910500;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;2;2;02/08/2021 11:00:23;02/08/2021 10:55:20;5,05;7,50;-2,45;HDSB58;DPYV64;27915357;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;8;18;02/08/2021 11:00:32;02/08/2021 10:54:54;5,63;6,67;-1,04;GPGH32;FXRR73;27911783;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;11;6;1;02/08/2021 11:01:51;02/08/2021 10:56:47;5,07;7,50;-2,43;WR9412;ZR1738;27916405;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;9;3;18;02/08/2021 11:03:55;02/08/2021 10:57:52;6,05;7,50;-1,45;GWZK23;GSZY26;27911303;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;10;9;2;02/08/2021 11:04:16;02/08/2021 11:00:23;3,88;7,50;-3,62;FVGC37;HDSB58;27915986;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;11;6;2;02/08/2021 11:04:21;02/08/2021 10:59:49;4,53;7,50;-2,97;WR9412;ZR1738;27916405;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;11;10;1;02/08/2021 11:04:46;02/08/2021 10:56:46;8,00;7,50;0,50;FYBC78;FVGC37;27915989;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;5;18;02/08/2021 11:06:52;02/08/2021 11:00:32;6,33;6,67;-0,34;LVKR46;GPGH32;27912119;0;0
96711420;77130027;UN04;202108;1,00;376;104;0;02/08/2021;11;10;1;02/08/2021 11:06:52;02/08/2021 11:01:51;5,02;7,50;-2,48;BHWD19;WR9412;27916705;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;9;6;29;02/08/2021 11:07:47;02/08/2021 11:00:21;7,43;6,67;0,76;YB7798;JSWB56;27910614;0;0
96711420;77130027;UN04;202108;1,00;376;104;1;02/08/2021;11;5;1;02/08/2021 11:08:08;02/08/2021 11:04:46;3,37;7,50;-4,13;GSZY26;FYBC78;27916354;0;0
