IDDE;DNI1;DNI2;PERIODO;ID_SERVI;NOMBRE_SERVI;CODI_SENTI;PATENTE;CODI_EXPE;FECH_CHI;FECH_UTC;POSI_PUNTO;LATITUD;LONGITUD;VELOCIDAD;PASO_HORA_CHL;PASO_HORA_UTC;PERIODO_HORA;VALIDA;EXTRA
JCGC63-02/08/2021 13:51:53-2;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;2;-23,702243;-70,423490;45;02/08/2021 14:00:16;02/08/2021 18:00:16;13;0;0
JCGC63-02/08/2021 13:51:53-3;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;3;-23,678744;-70,409430;24;02/08/2021 14:06:55;02/08/2021 18:06:55;13;0;0
JCGC63-02/08/2021 13:51:53-4;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;4;-23,672720;-70,404317;19;02/08/2021 14:10:46;02/08/2021 18:10:46;13;0;0
JCGC63-02/08/2021 13:51:53-5;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;5;-23,669938;-70,401066;33;02/08/2021 14:12:21;02/08/2021 18:12:21;13;0;0
JCGC63-02/08/2021 13:51:53-6;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;6;-23,664990;-70,396700;27;02/08/2021 14:14:21;02/08/2021 18:14:21;13;0;0
JCGC63-02/08/2021 13:51:53-7;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;7;-23,657110;-70,394161;22;02/08/2021 14:17:46;02/08/2021 18:17:46;13;0;0
JCGC63-02/08/2021 13:51:53-8;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;8;-23,647395;-70,401901;8;02/08/2021 14:26:46;02/08/2021 18:26:46;13;0;0
JCGC63-02/08/2021 13:51:53-9;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;9;-23,647397;-70,398341;9;02/08/2021 14:29:46;02/08/2021 18:29:46;13;0;0
JCGC63-02/08/2021 13:51:53-10;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;10;-23,648425;-70,391249;24;02/08/2021 14:35:17;02/08/2021 18:35:17;13;0;0
JCGC63-02/08/2021 13:51:53-11;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;11;-23,638919;-70,386425;17;02/08/2021 14:38:46;02/08/2021 18:38:46;13;0;0
JCGC63-02/08/2021 13:51:53-12;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;12;-23,631041;-70,385091;22;02/08/2021 14:41:47;02/08/2021 18:41:47;13;0;0
JCGC63-02/08/2021 13:51:53-13;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;13;-23,629347;-70,377409;6;02/08/2021 14:45:17;02/08/2021 18:45:17;13;0;0
JCGC63-02/08/2021 13:51:53-14;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;14;-23,621291;-70,379101;17;02/08/2021 14:50:17;02/08/2021 18:50:17;13;0;0
JCGC63-02/08/2021 13:51:53-15;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;15;-23,610147;-70,378165;27;02/08/2021 14:54:46;02/08/2021 18:54:46;13;0;0
JCGC63-02/08/2021 13:51:53-16;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;16;-23,601567;-70,376409;18;02/08/2021 14:58:17;02/08/2021 18:58:17;13;0;0
JCGC63-02/08/2021 13:51:53-17;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;17;-23,599461;-70,374853;15;02/08/2021 14:59:16;02/08/2021 18:59:16;13;0;0
JCGC63-02/08/2021 13:51:53-18;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;18;-23,597241;-70,377415;29;02/08/2021 15:00:20;02/08/2021 19:00:20;13;0;0
JCGC63-02/08/2021 13:51:53-19;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;19;-23,592430;-70,378548;28;02/08/2021 15:03:17;02/08/2021 19:03:17;13;0;0
JCGC63-02/08/2021 13:51:53-20;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;20;-23,586614;-70,380019;23;02/08/2021 15:05:21;02/08/2021 19:05:21;13;0;0
JCGC63-02/08/2021 13:51:53-21;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;21;-23,583971;-70,381250;31;02/08/2021 15:06:21;02/08/2021 19:06:21;13;0;0
JCGC63-02/08/2021 13:51:53-22;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;22;-23,578547;-70,380674;9;02/08/2021 15:08:46;02/08/2021 19:08:46;13;0;0
JCGC63-02/08/2021 13:51:53-23;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;23;-23,575460;-70,378250;31;02/08/2021 15:13:47;02/08/2021 19:13:47;13;0;0
JCGC63-02/08/2021 13:51:53-24;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;24;-23,573483;-70,382142;18;02/08/2021 15:16:17;02/08/2021 19:16:17;13;0;0
JCGC63-02/08/2021 13:51:53-25;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;25;-23,569675;-70,379514;19;02/08/2021 15:20:17;02/08/2021 19:20:17;13;0;0
JCGC63-02/08/2021 13:51:53-26;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;26;-23,569543;-70,377594;18;02/08/2021 15:22:17;02/08/2021 19:22:17;13;0;0
JCGC63-02/08/2021 13:51:53-27;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;27;-23,564537;-70,384818;7;02/08/2021 15:28:48;02/08/2021 19:28:48;13;0;0
JCGC63-02/08/2021 13:51:53-28;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;28;-23,563513;-70,391063;44;02/08/2021 15:32:18;02/08/2021 19:32:18;13;0;0
JCGC63-02/08/2021 13:51:53-29;96711420;77130027;202108;376;104;1;JCGC63;27926276;02/08/2021 13:51:53;02/08/2021 17:51:53;29;-23,555423;-70,391340;48;02/08/2021 15:33:17;02/08/2021 19:33:17;13;0;0
JCGC63-02/08/2021 15:56:18-1;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;1;-23,550549;-70,387464;17;02/08/2021 15:56:18;02/08/2021 19:56:18;15;0;0
JCGC63-02/08/2021 15:56:18-2;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;2;-23,559483;-70,391175;50;02/08/2021 15:59:48;02/08/2021 19:59:48;15;0;0
JCGC63-02/08/2021 15:56:18-3;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;3;-23,565941;-70,383100;12;02/08/2021 16:06:18;02/08/2021 20:06:18;15;0;0
JCGC63-02/08/2021 15:56:18-4;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;4;-23,567920;-70,380074;19;02/08/2021 16:07:49;02/08/2021 20:07:49;15;0;0
JCGC63-02/08/2021 15:56:18-5;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;5;-23,569116;-70,376841;20;02/08/2021 16:09:18;02/08/2021 20:09:18;15;0;0
JCGC63-02/08/2021 15:56:18-6;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;6;-23,573484;-70,382142;25;02/08/2021 16:12:49;02/08/2021 20:12:49;15;0;0
JCGC63-02/08/2021 15:56:18-7;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;7;-23,576353;-70,374956;27;02/08/2021 16:15:49;02/08/2021 20:15:49;15;0;0
JCGC63-02/08/2021 15:56:18-8;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;8;-23,581342;-70,383032;26;02/08/2021 16:20:19;02/08/2021 20:20:19;15;0;0
JCGC63-02/08/2021 15:56:18-9;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;9;-23,585517;-70,382730;17;02/08/2021 16:21:18;02/08/2021 20:21:18;15;0;0
JCGC63-02/08/2021 15:56:18-10;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;10;-23,592426;-70,378548;8;02/08/2021 16:25:49;02/08/2021 20:25:49;15;0;0
JCGC63-02/08/2021 15:56:18-11;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;11;-23,599452;-70,374852;9;02/08/2021 16:29:49;02/08/2021 20:29:49;15;0;0
JCGC63-02/08/2021 15:56:18-12;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;12;-23,610145;-70,378165;32;02/08/2021 16:33:48;02/08/2021 20:33:48;15;0;0
JCGC63-02/08/2021 15:56:18-13;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;13;-23,632057;-70,384454;21;02/08/2021 16:44:22;02/08/2021 20:44:22;15;0;0
JCGC63-02/08/2021 15:56:18-14;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;14;-23,648445;-70,397879;13;02/08/2021 16:54:19;02/08/2021 20:54:19;15;0;0
JCGC63-02/08/2021 15:56:18-15;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;15;-23,668106;-70,399001;22;02/08/2021 17:05:50;02/08/2021 21:05:50;15;0;0
JCGC63-02/08/2021 15:56:18-16;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;16;-23,678731;-70,409510;17;02/08/2021 17:10:50;02/08/2021 21:10:50;15;0;0
JCGC63-02/08/2021 15:56:18-17;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;17;-23,702226;-70,423604;53;02/08/2021 17:16:50;02/08/2021 21:16:50;15;0;0
JCGC63-02/08/2021 15:56:18-18;96711420;77130027;202108;376;104;0;JCGC63;27934100;02/08/2021 15:56:18;02/08/2021 19:56:18;18;-23,734661;-70,440243;41;02/08/2021 17:22:25;02/08/2021 21:22:25;15;0;0
JCGC63-02/08/2021 17:30:46-1;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;1;-23,735081;-70,440404;36;02/08/2021 17:30:46;02/08/2021 21:30:46;17;0;0
JCGC63-02/08/2021 17:30:46-2;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;2;-23,702243;-70,423490;36;02/08/2021 17:40:47;02/08/2021 21:40:47;17;0;0
JCGC63-02/08/2021 17:30:46-3;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;3;-23,678744;-70,409430;16;02/08/2021 17:46:17;02/08/2021 21:46:17;17;0;0
JCGC63-02/08/2021 17:30:46-4;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;4;-23,672720;-70,404317;34;02/08/2021 17:49:48;02/08/2021 21:49:48;17;0;0
JCGC63-02/08/2021 17:30:46-5;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;5;-23,669938;-70,401066;34;02/08/2021 17:50:53;02/08/2021 21:50:53;17;0;0
JCGC63-02/08/2021 17:30:46-6;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;6;-23,664990;-70,396700;28;02/08/2021 17:53:17;02/08/2021 21:53:17;17;0;0
JCGC63-02/08/2021 17:30:46-7;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;7;-23,657110;-70,394161;20;02/08/2021 17:56:47;02/08/2021 21:56:47;17;0;0
JCGC63-02/08/2021 17:30:46-8;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;8;-23,647395;-70,401901;7;02/08/2021 18:09:17;02/08/2021 22:09:17;17;0;0
JCGC63-02/08/2021 17:30:46-9;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;9;-23,647397;-70,398341;6;02/08/2021 18:11:18;02/08/2021 22:11:18;17;0;0
JCGC63-02/08/2021 17:30:46-10;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;10;-23,648425;-70,391249;40;02/08/2021 18:17:48;02/08/2021 22:17:48;17;0;0
JCGC63-02/08/2021 17:30:46-11;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;11;-23,638919;-70,386425;22;02/08/2021 18:20:17;02/08/2021 22:20:17;17;0;0
JCGC63-02/08/2021 17:30:46-12;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;12;-23,631041;-70,385091;20;02/08/2021 18:23:47;02/08/2021 22:23:47;17;0;0
JCGC63-02/08/2021 17:30:46-13;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;13;-23,629347;-70,377409;20;02/08/2021 18:25:48;02/08/2021 22:25:48;17;0;0
JCGC63-02/08/2021 17:30:46-14;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;14;-23,621291;-70,379101;9;02/08/2021 18:30:48;02/08/2021 22:30:48;17;0;0
JCGC63-02/08/2021 17:30:46-15;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;15;-23,610147;-70,378165;17;02/08/2021 18:36:47;02/08/2021 22:36:47;17;0;0
JCGC63-02/08/2021 17:30:46-16;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;16;-23,601567;-70,376409;17;02/08/2021 18:40:21;02/08/2021 22:40:21;17;0;0
JCGC63-02/08/2021 17:30:46-17;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;17;-23,599461;-70,374853;29;02/08/2021 18:41:16;02/08/2021 22:41:16;17;0;0
JCGC63-02/08/2021 17:30:46-18;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;18;-23,597241;-70,377415;17;02/08/2021 18:42:47;02/08/2021 22:42:47;17;0;0
JCGC63-02/08/2021 17:30:46-19;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;19;-23,592430;-70,378548;18;02/08/2021 18:44:46;02/08/2021 22:44:46;17;0;0
JCGC63-02/08/2021 17:30:46-20;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;20;-23,586614;-70,380019;16;02/08/2021 18:47:47;02/08/2021 22:47:47;17;0;0
JCGC63-02/08/2021 17:30:46-21;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;21;-23,583971;-70,381250;11;02/08/2021 18:49:17;02/08/2021 22:49:17;17;0;0
JCGC63-02/08/2021 17:30:46-22;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;22;-23,578547;-70,380674;14;02/08/2021 18:52:18;02/08/2021 22:52:18;17;0;0
JCGC63-02/08/2021 17:30:46-23;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;23;-23,575460;-70,378250;14;02/08/2021 18:56:48;02/08/2021 22:56:48;17;0;0
JCGC63-02/08/2021 17:30:46-24;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;24;-23,573483;-70,382142;29;02/08/2021 19:03:47;02/08/2021 23:03:47;17;0;0
JCGC63-02/08/2021 17:30:46-25;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;25;-23,569675;-70,379514;25;02/08/2021 19:06:48;02/08/2021 23:06:48;17;0;0
JCGC63-02/08/2021 17:30:46-26;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;26;-23,569543;-70,377594;14;02/08/2021 19:08:16;02/08/2021 23:08:16;17;0;0
JCGC63-02/08/2021 17:30:46-27;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;27;-23,564537;-70,384818;6;02/08/2021 19:19:54;02/08/2021 23:19:54;17;0;0
JCGC63-02/08/2021 17:30:46-28;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;28;-23,563513;-70,391063;48;02/08/2021 19:24:18;02/08/2021 23:24:18;17;0;0
JCGC63-02/08/2021 17:30:46-29;96711420;77130027;202108;376;104;1;JCGC63;27939414;02/08/2021 17:30:46;02/08/2021 21:30:46;29;-23,555423;-70,391340;18;02/08/2021 19:25:19;02/08/2021 23:25:19;17;0;0
FXZW67-02/08/2021 07:35:16-1;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;1;-23,550549;-70,387464;19;02/08/2021 07:35:16;02/08/2021 11:35:16;7;0;0
FXZW67-02/08/2021 07:35:16-2;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;2;-23,559483;-70,391175;38;02/08/2021 07:37:46;02/08/2021 11:37:46;7;0;0
FXZW67-02/08/2021 07:35:16-3;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;3;-23,565941;-70,383100;21;02/08/2021 07:43:17;02/08/2021 11:43:17;7;0;0
FXZW67-02/08/2021 07:35:16-4;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;4;-23,567920;-70,380074;12;02/08/2021 07:45:47;02/08/2021 11:45:47;7;0;0
FXZW67-02/08/2021 07:35:16-5;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;5;-23,569116;-70,376841;14;02/08/2021 07:47:51;02/08/2021 11:47:51;7;0;0
FXZW67-02/08/2021 07:35:16-6;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;6;-23,573484;-70,382142;18;02/08/2021 07:51:46;02/08/2021 11:51:46;7;0;0
FXZW67-02/08/2021 07:35:16-7;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;7;-23,576353;-70,374956;18;02/08/2021 07:56:17;02/08/2021 11:56:17;7;0;0
FXZW67-02/08/2021 07:35:16-8;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;8;-23,581342;-70,383032;36;02/08/2021 08:02:16;02/08/2021 12:02:16;7;0;0
FXZW67-02/08/2021 07:35:16-9;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;9;-23,585517;-70,382730;22;02/08/2021 08:03:17;02/08/2021 12:03:17;7;0;0
FXZW67-02/08/2021 07:35:16-10;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;10;-23,592426;-70,378548;33;02/08/2021 08:07:01;02/08/2021 12:07:01;7;0;0
FXZW67-02/08/2021 07:35:16-11;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;11;-23,599452;-70,374852;6;02/08/2021 08:11:17;02/08/2021 12:11:17;7;0;0
FXZW67-02/08/2021 07:35:16-12;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;12;-23,610145;-70,378165;31;02/08/2021 08:15:47;02/08/2021 12:15:47;7;0;0
FXZW67-02/08/2021 07:35:16-13;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;13;-23,632057;-70,384454;28;02/08/2021 08:27:16;02/08/2021 12:27:16;7;0;0
FXZW67-02/08/2021 07:35:16-14;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;14;-23,648445;-70,397879;14;02/08/2021 08:37:48;02/08/2021 12:37:48;7;0;0
FXZW67-02/08/2021 07:35:16-15;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;15;-23,668106;-70,399001;42;02/08/2021 08:46:49;02/08/2021 12:46:49;7;0;0
FXZW67-02/08/2021 07:35:16-16;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;16;-23,678731;-70,409510;33;02/08/2021 08:52:19;02/08/2021 12:52:19;7;0;0
FXZW67-02/08/2021 07:35:16-17;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;17;-23,702226;-70,423604;62;02/08/2021 08:58:18;02/08/2021 12:58:18;7;0;0
FXZW67-02/08/2021 07:35:16-18;96711420;77130027;202108;376;104;0;FXZW67;27904010;02/08/2021 07:35:16;02/08/2021 11:35:16;18;-23,734661;-70,440243;54;02/08/2021 09:07:22;02/08/2021 13:07:22;7;0;0
FXZW67-02/08/2021 09:12:52-1;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;1;-23,735081;-70,440404;54;02/08/2021 09:12:52;02/08/2021 13:12:52;9;0;0
FXZW67-02/08/2021 09:12:52-2;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;2;-23,702243;-70,423490;27;02/08/2021 09:19:19;02/08/2021 13:19:19;9;0;0
FXZW67-02/08/2021 09:12:52-3;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;3;-23,678744;-70,409430;17;02/08/2021 09:26:57;02/08/2021 13:26:57;9;0;0
FXZW67-02/08/2021 09:12:52-4;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;4;-23,672720;-70,404317;25;02/08/2021 09:30:20;02/08/2021 13:30:20;9;0;0
FXZW67-02/08/2021 09:12:52-5;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;5;-23,669938;-70,401066;19;02/08/2021 09:32:53;02/08/2021 13:32:53;9;0;0
FXZW67-02/08/2021 09:12:52-6;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;6;-23,664990;-70,396700;21;02/08/2021 09:35:52;02/08/2021 13:35:52;9;0;0
FXZW67-02/08/2021 09:12:52-7;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;7;-23,657110;-70,394161;9;02/08/2021 09:39:23;02/08/2021 13:39:23;9;0;0
FXZW67-02/08/2021 09:12:52-8;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;8;-23,647395;-70,401901;11;02/08/2021 09:45:53;02/08/2021 13:45:53;9;0;0
FXZW67-02/08/2021 09:12:52-9;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;9;-23,647397;-70,398341;10;02/08/2021 09:48:53;02/08/2021 13:48:53;9;0;0
FXZW67-02/08/2021 09:12:52-10;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;10;-23,648425;-70,391249;29;02/08/2021 09:55:22;02/08/2021 13:55:22;9;0;0
FXZW67-02/08/2021 09:12:52-11;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;11;-23,638919;-70,386425;10;02/08/2021 09:58:49;02/08/2021 13:58:49;9;0;0
FXZW67-02/08/2021 09:12:52-12;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;12;-23,631041;-70,385091;33;02/08/2021 10:02:23;02/08/2021 14:02:23;9;0;0
FXZW67-02/08/2021 09:12:52-13;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;13;-23,629347;-70,377409;9;02/08/2021 10:04:23;02/08/2021 14:04:23;9;0;0
FXZW67-02/08/2021 09:12:52-14;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;14;-23,621291;-70,379101;24;02/08/2021 10:09:53;02/08/2021 14:09:53;9;0;0
FXZW67-02/08/2021 09:12:52-15;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;15;-23,610147;-70,378165;29;02/08/2021 10:13:50;02/08/2021 14:13:50;9;0;0
FXZW67-02/08/2021 09:12:52-16;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;16;-23,601567;-70,376409;17;02/08/2021 10:17:49;02/08/2021 14:17:49;9;0;0
FXZW67-02/08/2021 09:12:52-17;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;17;-23,599461;-70,374853;22;02/08/2021 10:18:53;02/08/2021 14:18:53;9;0;0
FXZW67-02/08/2021 09:12:52-18;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;18;-23,597241;-70,377415;18;02/08/2021 10:20:52;02/08/2021 14:20:52;9;0;0
FXZW67-02/08/2021 09:12:52-19;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;19;-23,592430;-70,378548;25;02/08/2021 10:23:23;02/08/2021 14:23:23;9;0;0
FXZW67-02/08/2021 09:12:52-20;96711420;77130027;202108;376;104;1;FXZW67;27909801;02/08/2021 09:12:52;02/08/2021 13:12:52;20;-23,586614;-70,380019;19;02/08/2021 10:25:24;02/08/2021 14:25:24;9;0;0
